线号,行别,公里区间,样本量,max_acc均值,max_accP95,max_accP99,三级及以上占比,车速均值,覆盖天数,z_max_acc均值,z_max_accP95,z_三级及以上占比,原始风险分,样本权重,风险分,质量风险指数,质量等级
4001,单线,4032,1051,0.060447193149381545,0.09,0.11,0.0,135.60608943862988,90,-0.08381773235775099,0.0,-1.6219265413067327,-0.4222451817982334,0.8328050713153724,-0.35164792874005013,25.32,B(良)
4001,单线,4033,654,0.05668195718654434,0.08,0.13,0.00764525993883792,139.35321100917432,87,-2.117869466793393,-1.0,1.2821583575393278,-0.6530343039738467,0.5182250396196514,-0.33841872804983814,26.33,B(良)
4001,单线,4034,1315,0.061817490494296586,0.1,0.15,0.003041825095057034,133.58555133079847,94,0.6564428299621529,1.0000000000000013,-0.4664761845947489,0.5646695198437441,1.0,0.5646695198437441,81.01,E(很差)
4001,单线,4035,1200,0.06055833333333333,0.09,0.15,0.005833333333333334,140.94583333333333,89,-0.023777701357334535,0.0,0.5938902365128116,0.143717018856736,0.9508716323296355,0.13665643631385355,61.52,D(差)
4001,单线,4036,1442,0.06051317614424411,0.09,0.11,0.0013869625520110957,137.79056865464634,99,-0.048172469625710014,0.0,-1.0950828453718302,-0.28340520526809954,1.0,-0.28340520526809954,29.62,B(良)
4001,单线,4037,1464,0.06184426229508197,0.09,0.1336999999999989,0.006830601092896175,138.02390710382514,99,0.6709054634754169,0.0,0.9727066879901574,0.3773577646926227,1.0,0.3773577646926227,77.22,D(差)
4001,单线,4038,1126,0.058623445825932506,0.08,0.11,0.0008880994671403197,138.12078152753108,94,-1.0690405558534128,-1.0,-1.2845781356503698,-1.0849526450832752,0.8922345483359746,-0.968032233251797,5.06,A(优)
4001,单线,4039,611,0.05901800327332243,0.08499999999999999,0.11,0.0,139.71358428805237,92,-0.855893154702696,-0.5000000000000007,-1.6219265413067327,-0.8516602662672228,0.48415213946117275,-0.41233314000734794,22.28,B(良)
4001,单线,4040,477,0.053752620545073376,0.07,0.09,0.0,138.8574423480084,78,-3.700352566163364,-2.0,-1.6219265413067327,-2.245552148559356,0.37797147385103014,-0.8487546552003271,6.08,A(优)
4001,单线,4041,514,0.05521400778210117,0.08,0.12,0.0,137.4863813229572,75,-2.9108835200006866,-1.0,-1.6219265413067327,-1.5376583393268206,0.40729001584786056,-0.6262728893930157,14.18,A(优)
